Caminho Original,É da Rádio?,Programa Identificado,Destino Proposto
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B4_TJRN_ALMINO_AFONSO_SELECAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\textos 11 02.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B2_TJRN_MANTIDA_PENA_ACUSADO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B5_TJRN_SEGURADORA_CONDENADA_INDENIZACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B7_TJRN_DEFINIDAS_REGRAS_AREIA_BRANCA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B10_TRTRN_CONCLUI_EXPEDICAO_PRECATORIOS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B3_TJRN_PLANO_SAUDE_MEDICAMENTOS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B6_TJRN_DETERMINA_EXCLUSAO_CONTAS_FALSAS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\BOLETIM_RADIO_TJRN_11_02_2026_B9_ALRN_GOVERNADORA_LEITURA_ANUAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\11 02\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\textos 20 02.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B1_TJRN_EMPRESAS_EVENTOS_CONDENADAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B2_TJRN_HOMEM_AGREDIU_COLEGA_TIJOLO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B8_DPERN_NUCLEO_MACAIBA_PROCESSO_SELETIVO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B5_TJRN_PREFEITO_CIDADE_CONDENADO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B4_TJRN_MANTIDO_JURI_ACUSADO_TRES_HOMICIDIOS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B6_TJRN_SANTA_MARIA_AREA_LIXAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B10_MPRN_CAPACITACAO_PROMOCAO_GESTAO_MUNICIPAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B7_DPERN_DECISAO_PROFISSIONAL_APOIO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B3_TJRN_RECONHECE_DIREITO_ISENCAO_IPVA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\BOLETIM_RADIO_TJRN_20_02_2026_B9_TRTRN_REVERTIDA_DEMISSAO_JUSTA_CAUSA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\20 02\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B2_TJRN_RISCO_DESABAMENTO_MURO_NATAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\textos 10 02.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B7_TJRN_ALERTA_SOBRE_SMS_FALSO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B1_TJRN_CONDENA_MUNICIPIO_ALUGUEIS_ATRASADOS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B6_TJRN_ORIENTA_PARTICIPACAO_CRIANCAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B3_TJRN_CONSUMIDORA_INDENIZADA_INADIMPLENTES_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B4_TJRN_REALIZA_MUTIRAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B10_DPERN_DECISAO_FAVORAVEL_PRESO_CONDENACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B5_TJRN_COMARCA_PORTALEGRE_INSCRICOES_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B8_OABRN_CENSO_DIFICULDADES_JOVENS_BRASIL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\BOLETIM_RADIO_TJRN_10_02_2026_B9_TRTRN_JUSTICA_RESTAURATIVA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\10 02\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B10_REMUNERACAO_PM_CURSO_FORMACAO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B2_MPRN_COMBATE_POLUICAO_SONORA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B1_TJRN_BALANCO_ACOES_EXECUTADAS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\textos 09 02.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B3_REGULARIZACAO_CUSTAS_JUDICIAIS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B5_RECUPERACAO_CANAL_VIDEOS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B9_AUSENCIA_ANULACAO_SENTENCA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B4_RECUPERACAO_CANAL_VIDEOS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B7_ESTAGIO_POS_MOSSORO_DIREITO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B8_INDENIZACAO_PACIENTE_DEPRESSIVO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\BOLETIM_RADIO_TJRN_09_02_2026_B6_COMITES_MES_CONSUMIDOR.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\09 02\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B7_CONTRATO_VERBAL_IMOVEL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B9_TJRN_REGRAS_PARTICIPACAO_CRIANCAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B3_TJRN_CEARA_MIRIM_SUSPENDE_EXPEDIENTE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B1_TJRN_CARRO_DEFEITO_APOS_COMPRA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B4_TJRN_JUIZ_TOMA_POSSE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B2_TJRN_COMARCA_ALEXANDRIA_SELECAO_INTERINOS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\02 - FEV - 26\13 02\BOLETIM_RADIO_TJRN_13_02_2026_B5_CANCELADA_SESSAO_3_CAMARA_CIVEL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
